timestamp,Volcan,estado,motivo,fecha_marcado
1781544241,Lascar,artefacto,"Probable cirrus u otro artefacto: 760.6 MW anomalo a 1.08 km, aislado (siguiente maximo real del periodo 5.09 MW). Dato crudo conservado para calibracion.",2026-07-15
