timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado,Origen_Dato,Confianza_Validacion,Requiere_Verificacion,Nota_Validacion
1787293802,2026-08-21 06:30:02,2026-08-21 02:30:02,Tupungatito,VIIRS375,0.04,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-21/06-30-02_Tupungatito_VIIRS375_Latest.png,2026-08-21 06:06:00,2026-08-21 12:55:58,NO,ambos,alta,False,Validado por MIROVA latest.php
1787291281,2026-08-21 05:48:01,2026-08-21 01:48:01,Tupungatito,VIIRS,0.19,5.03,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-21/05-48-01_Tupungatito_VIIRS750_Latest.png,2026-08-21 04:51:02,2026-08-21 06:01:03,NO,latest.php,alta,False,Validado por MIROVA latest.php
1787291281,2026-08-21 05:48:01,2026-08-21 01:48:01,Tupungatito,VIIRS375,0.19,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-21/05-48-01_Tupungatito_VIIRS375_Latest.png,2026-08-21 04:51:02,2026-08-21 06:01:03,NO,latest.php,alta,False,Validado por MIROVA latest.php
1787288042,2026-08-21 04:54:02,2026-08-21 00:54:02,Tupungatito,VIIRS375,0.06,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-21/04-54-02_Tupungatito_VIIRS375_Latest.png,2026-08-21 03:36:02,2026-08-21 04:46:14,NO,ambos,alta,False,Validado por MIROVA latest.php
1787247002,2026-08-20 17:30:02,2026-08-20 13:30:02,Tupungatito,VIIRS,3.0,5.14,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Tupungatito/2026-08-20/17-30-02_Tupungatito_VIIRS750_VRP.png,2026-08-21 04:31:38,2026-08-21 04:31:38,NO,OCR,alta,False,"Estrella verde en Y=257 -> 5.14 km (límite 7.0 km, geometría medida) | ⚠️ VRP truncado por MIROVA en VIIRS: real ∈ [3, 4) MW (±1)"
1787205961,2026-08-20 06:06:01,2026-08-20 02:06:01,Tupungatito,VIIRS375,0.04,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-20/06-06-01_Tupungatito_VIIRS375_Latest.png,2026-08-20 05:20:57,2026-08-20 18:01:08,NO,latest.php,alta,False,Validado por MIROVA latest.php
1787204880,2026-08-20 05:48:00,2026-08-20 01:48:00,Tupungatito,VIIRS375,0.12,5.41,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-20/05-48-00_Tupungatito_VIIRS375_VRP.png,2026-08-20 05:31:40,2026-08-20 05:31:40,NO,OCR,media,False,"Estrella gris en Y=255 -> 5.41 km (límite 7.0 km, geometría medida) | detección débil sub-umbral MIROVA"
1787202722,2026-08-20 05:12:02,2026-08-20 01:12:02,Tupungatito,VIIRS375,0.12,4.89,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-20/05-12-02_Tupungatito_VIIRS375_Latest.png,2026-08-20 04:21:18,2026-08-20 05:16:02,NO,latest.php,alta,False,Validado por MIROVA latest.php
1787032082,2026-08-18 05:48:02,2026-08-18 01:48:02,Tupungatito,VIIRS375,0.17,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-18/05-48-02_Tupungatito_VIIRS375_Latest.png,2026-08-18 04:05:52,2026-08-18 05:15:54,NO,latest.php,alta,False,Validado por MIROVA latest.php
1787029201,2026-08-18 05:00:01,2026-08-18 01:00:01,Tupungatito,VIIRS375,0.16,5.21,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Tupungatito/2026-08-18/05-00-01_Tupungatito_VIIRS375_Latest.png,2026-08-18 03:20:57,2026-08-18 04:01:04,NO,latest.php,alta,False,Validado por MIROVA latest.php
