timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado,Origen_Dato,Confianza_Validacion,Requiere_Verificacion,Nota_Validacion
1790232841,2026-09-24 06:54:01,2026-09-24 03:54:01,Copahue,VIIRS375,0.01,2.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-09-24/06-54-01_Copahue_VIIRS375_Latest.png,2026-09-24 06:35:58,2026-09-24 10:26:10,NO,latest.php,alta,False,Validado por MIROVA latest.php
1789879681,2026-09-20 04:48:01,2026-09-20 01:48:01,Copahue,VIIRS375,0.02,2.93,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-09-20/04-48-01_Copahue_VIIRS375_Latest.png,2026-09-20 04:50:52,2026-09-20 05:00:59,NO,latest.php,alta,False,Validado por MIROVA latest.php
1786341241,2026-08-10 05:54:01,2026-08-10 01:54:01,Copahue,VIIRS,0.4,3.75,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-08-10/05-54-01_Copahue_VIIRS750_Latest.png,2026-08-10 04:20:59,2026-08-10 05:31:09,NO,latest.php,alta,False,Validado por MIROVA latest.php
1785129481,2026-07-27 05:18:01,2026-07-27 01:18:01,Copahue,VIIRS375,0.04,2.7,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-07-27/05-18-01_Copahue_VIIRS375_Latest.png,2026-07-27 06:51:04,2026-07-27 07:15:51,NO,latest.php,alta,False,Validado por MIROVA latest.php
1781244001,2026-06-12 06:00:01,2026-06-12 02:00:01,Copahue,VIIRS375,0.14,2.12,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-06-12/06-00-01_Copahue_VIIRS375_Latest.png,2026-06-12 09:51:04,2026-06-12 11:45:57,NO,latest.php,alta,False,Validado por MIROVA latest.php
1781066160,2026-06-10 04:36:00,2026-06-10 00:36:00,Copahue,VIIRS375,0.05,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Copahue/2026-06-10/04-36-00_Copahue_VIIRS375_VRP.png,2026-06-10 10:01:49,2026-06-10 10:01:49,NO,OCR,alta,False,"Grupo pÃ­xeles rojos Y=278 (Ã¡rea=31 pxÂ², distâ‰ˆ0.70 km)"
1776834721,2026-04-22 05:12:01,2026-04-22 01:12:01,Copahue,VIIRS375,0.21,3.69,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Copahue/2026-04-22/05-12-01_Copahue_VIIRS375_Latest.png,2026-04-22 03:50:49,2026-04-22 04:45:49,NO,latest.php,alta,False,Validado por MIROVA latest.php
