timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado,Color_Punto_Dist,Confianza_Validacion,Requiere_Verificacion,Metodo_Validacion,Nota_Validacion,Version_OCR
1771912800,2026-02-24 06:00:00,2026-02-24 03:00:00,Puyehue-Cordon Caulle,VIIRS375,0.24,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue-Cordon_Caulle/2026-02-24/06-00-00_Puyehue-Cordon_Caulle_VIIRS375_VRP.png,2026-02-24 18:31:36,2026-02-24 18:31:36,NO,mixto,alta,False,roi_temporal_v26,"Grupo píxeles rojos Y=263 (área=31 px², dist≈12.30 km)",21.0
1771912800,2026-02-24 06:00:00,2026-02-24 03:00:00,Villarrica,VIIRS375,0.37,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Villarrica/2026-02-24/06-00-00_Villarrica_VIIRS375_VRP.png,2026-02-24 18:31:19,2026-02-24 18:31:19,NO,mixto,alta,False,roi_temporal_v26,"Grupo píxeles rojos Y=289 (área=31 px², dist≈2.05 km)",21.0
1771912440,2026-02-24 05:54:00,2026-02-24 02:54:00,Isluga,VIIRS375,0.09,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Isluga/2026-02-24/05-54-00_Isluga_VIIRS375_VRP.png,2026-02-24 08:31:08,2026-02-24 08:31:08,NO,mixto,alta,False,roi_temporal_v25,"Grupo píxeles rojos Y=291 (área=29 px², dist≈2.18 km)",20.0
1771827480,2026-02-23 06:18:00,2026-02-23 03:18:00,Lascar,VIIRS375,1.54,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-23/06-18-00_Lascar_VIIRS375_VRP.png,2026-02-23 16:52:17,2026-02-23 16:52:17,NO,mixto,alta,False,roi_temporal_v25,"Grupo píxeles rojos Y=287 (área=9 px², dist≈1.92 km)",20.0
1771822801,2026-02-23 05:00:01,2026-02-23 02:00:01,Puyehue-Cordon Caulle,VIIRS375,0.15,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Puyehue-Cordon_Caulle/2026-02-23/05-00-01_Puyehue-Cordon_Caulle_VIIRS375_VRP.png,2026-02-23 04:31:32,2026-02-23 04:31:32,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=233 (dentro límite Y=148, dist≈10.91 km)",20.0
1771822441,2026-02-23 04:54:01,2026-02-23 01:54:01,Isluga,VIIRS375,0.25,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Isluga/2026-02-23/04-54-01_Isluga_VIIRS375_VRP.png,2026-02-23 04:19:53,2026-02-23 04:19:53,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=280 (dentro límite Y=257, dist≈3.53 km)",20.0
1771737121,2026-02-22 05:12:01,2026-02-22 02:12:01,Lascar,VIIRS,1.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-22/05-12-01_Lascar_VIIRS750_VRP.png,2026-02-22 04:31:00,2026-02-22 04:31:00,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=277 (dentro límite Y=257, dist≈3.72 km)",20.0
1771565760,2026-02-20 05:36:00,2026-02-20 02:36:00,Puyehue-Cordon Caulle,VIIRS375,0.28,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue-Cordon_Caulle/2026-02-20/05-36-00_Puyehue-Cordon_Caulle_VIIRS375_VRP.png,2026-02-20 11:22:33,2026-02-20 11:22:33,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=238 (dentro límite Y=148, dist≈10.37 km)",20.0
1771565760,2026-02-20 05:36:00,2026-02-20 02:36:00,Tupungatito,VIIRS375,0.27,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Tupungatito/2026-02-20/05-36-00_Tupungatito_VIIRS375_VRP.png,2026-02-20 11:22:45,2026-02-20 11:22:45,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=259 (dentro límite Y=257, dist≈4.87 km)",20.0
1771565400,2026-02-20 05:30:00,2026-02-20 02:30:00,Lascar,VIIRS375,1.09,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-20/05-30-00_Lascar_VIIRS375_VRP.png,2026-02-20 11:22:07,2026-02-20 11:22:07,NO,mixto,alta,False,roi_temporal_v19,"Estrella en Y=286 (dentro límite Y=257, dist≈3.14 km)",20.0
1771134481,2026-02-15 05:48:01,2026-02-15 02:48:01,PlanchonPeteroa,VIIRS375,0.18,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/PlanchonPeteroa/2026-02-15/05-48-01_PlanchonPeteroa_VIIRS375_VRP.png,2026-02-15 07:01:36,2026-02-15 07:01:36,NO,sin_punto,alta,False,desconocido,"Estrella en Y=280 (dentro límite Y=272, dist≈2.62 km)",17.0
1771134481,2026-02-15 05:48:01,2026-02-15 02:48:01,Lastarria,VIIRS375,0.25,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Lastarria/2026-02-15/05-48-01_Lastarria_VIIRS375_VRP.png,2026-02-15 07:01:05,2026-02-15 07:01:05,NO,sin_punto,alta,False,desconocido,"Estrella en Y=277 (dentro límite Y=272, dist≈2.76 km)",17.0
1771133040,2026-02-15 05:24:00,2026-02-15 02:24:00,Lastarria,VIIRS375,0.07,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-15/05-24-00_Lastarria_VIIRS375_VRP.png,2026-02-15 07:42:05,2026-02-15 07:42:05,NO,sin_punto,alta,False,desconocido,"Estrella en Y=277 (dentro límite Y=272, dist≈2.76 km)",17.0
1771133040,2026-02-15 05:24:00,2026-02-15 02:24:00,Lascar,VIIRS,2.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-15/05-24-00_Lascar_VIIRS750_VRP.png,2026-02-15 07:01:00,2026-02-15 07:01:00,NO,sin_punto,alta,False,desconocido,"Estrella en Y=283 (dentro límite Y=257, dist≈3.33 km)",17.0
1771053300,2026-02-14 07:15:00,2026-02-14 04:15:00,Lascar,MODIS,3.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-14/07-15-00_Lascar_MODIS_VRP_VERIFICAR.png,2026-02-14 07:01:00,2026-02-14 07:01:00,NO,mezcla,media,True,mezcla_con_estrella,Mezcla rojos/negros - Evento en zona límite (VRP=3.0 MW),1.0
1771049161,2026-02-14 06:06:01,2026-02-14 03:06:01,Lascar,VIIRS,2.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-14/06-06-01_Lascar_VIIRS750_VRP_VERIFICAR.png,2026-02-14 07:00:56,2026-02-14 07:00:56,NO,negro,alta,True,negro_dominante_con_estrella,"Estrella en Y=282 (dentro límite Y=257, dist≈3.40 km)",1.0
1771048080,2026-02-14 05:48:00,2026-02-14 02:48:00,Tupungatito,VIIRS375,0.29,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Tupungatito/2026-02-14/05-48-00_Tupungatito_VIIRS375_VRP.png,2026-02-14 18:20:14,2026-02-14 18:20:14,NO,sin_punto,alta,False,desconocido,"Estrella en Y=259 (dentro límite Y=257, dist≈4.87 km)",17.0
1771048080,2026-02-14 05:48:00,2026-02-14 02:48:00,PlanchonPeteroa,VIIRS375,0.6,0.0,FALSO_POSITIVO_OCR,Bajo,No descargada - Evento descartado,2026-02-14 09:01:22,2026-02-14 09:01:22,NO,negro,alta,False,solo_negros_densidad,Píxeles negros dominantes - Fuera de límite distancia,1.0
1771047720,2026-02-14 05:42:00,2026-02-14 02:42:00,Lascar,VIIRS,4.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-14/05-42-00_Lascar_VIIRS750_VRP_VERIFICAR.png,2026-02-14 07:42:07,2026-02-14 07:42:07,NO,mezcla,media,True,mezcla_con_estrella,Mezcla rojos/negros - Evento en zona límite (VRP=4.0 MW),1.0
1771047720,2026-02-14 05:42:00,2026-02-14 02:42:00,Lascar,VIIRS375,4.52,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-14/05-42-00_Lascar_VIIRS375_VRP_VERIFICAR.png,2026-02-14 09:00:51,2026-02-14 09:00:51,NO,negro,alta,True,negro_dominante_con_estrella,"Estrella en Y=283 (dentro límite Y=257, dist≈3.33 km)",1.0
1771047720,2026-02-14 05:42:00,2026-02-14 02:42:00,Lastarria,VIIRS375,0.05,0.0,FALSO_POSITIVO_OCR,Muy Bajo,No descargada - Evento descartado,2026-02-14 19:38:11,2026-02-14 19:38:11,NO,sin_punto,baja,False,desconocido,No se detectaron píxeles rojos ni estrella verde en ROI temporal,17.0
1771047720,2026-02-14 05:42:00,2026-02-14 02:42:00,Isluga,VIIRS375,0.27,0.0,FALSO_POSITIVO_OCR,Bajo,No descargada - Evento descartado,2026-02-14 09:00:59,2026-02-14 09:00:59,NO,sin_punto,alta,False,sin_pixeles_roi,Sin píxeles en ROI - Evento fuera de ventana temporal,1.0
1771033200,2026-02-14 01:40:00,2026-02-13 22:40:00,Lascar,MODIS,3.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Lascar/2026-02-14/01-40-00_Lascar_MODIS_VRP_VERIFICAR.png,2026-02-14 00:30:53,2026-02-14 00:30:53,NO,negro,alta,True,negro_dominante_con_estrella,"Estrella en Y=283 (dentro límite Y=257, dist≈3.33 km)",1.0
1770962760,2026-02-13 06:06:00,2026-02-13 03:06:00,Lastarria,VIIRS375,0.04,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-13/06-06-00_Lastarria_VIIRS375_VRP_VERIFICAR.png,2026-02-13 16:42:25,2026-02-13 16:42:25,NO,negro,alta,True,negro_dominante_con_estrella,"Estrella en Y=283 (dentro límite Y=272, dist≈2.48 km)",1.0
1770962760,2026-02-13 06:06:00,2026-02-13 03:06:00,Puyehue-Cordon Caulle,VIIRS375,0.67,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue-Cordon_Caulle/2026-02-13/06-06-00_Puyehue-Cordon_Caulle_VIIRS375_VRP_VERIFICAR.png,2026-02-13 10:01:17,2026-02-13 10:01:17,NO,mezcla,media,True,mezcla_densidad,Mezcla rojos/negros - Evento en zona límite (VRP=0.67 MW),1.0
1770958081,2026-02-13 04:48:01,2026-02-13 01:48:01,PlanchonPeteroa,VIIRS375,0.99,0.0,FALSO_POSITIVO_OCR,Bajo,No descargada - Evento descartado,2026-02-13 05:01:22,2026-02-13 05:01:22,NO,negro,alta,False,negro_dominante_con_estrella,Píxeles negros dominantes - Fuera de límite distancia,1.0
1770877440,2026-02-12 06:24:00,2026-02-12 03:24:00,Tupungatito,VIIRS375,0.2,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Tupungatito/2026-02-12/06-24-00_Tupungatito_VIIRS375_VRP.png,2026-02-14 18:20:14,2026-02-14 18:20:14,NO,mixto,alta,False,roi_temporal_v17,"Estrella en Y=259 (dentro límite Y=257, dist≈4.87 km)",17.0
1770786360,2026-02-11 05:06:00,2026-02-11 02:06:00,Nevados de Chillan,VIIRS375,0.34,0.0,FALSO_POSITIVO_OCR,Bajo,No descargada - Evento descartado,2026-02-12 11:25:51,2026-02-12 11:25:51,NO,negro,alta,False,rgb_analysis,Píxeles negros dominantes - Evento fuera del límite,1.0
1770786000,2026-02-11 05:00:00,2026-02-11 02:00:00,Isluga,VIIRS375,0.83,0.0,FALSO_POSITIVO_OCR,Bajo,No descargada - Evento descartado,2026-02-12 20:00:59,2026-02-12 20:00:59,NO,sin_punto,alta,False,sin_pixeles_roi,Sin píxeles en ROI - Evento fuera de ventana temporal,1.0
